region	sector	indout
ZA	Hotels and restaurants (55)	11200.9597186
ZA	Transport via railways	8918.74581063
ZA	Other land transport	17327.3495927
ZA	Transport via pipelines	566.151329844
ZA	Sea and coastal water transport	623.654227973
ZA	Inland water transport	47.1707296617
ZA	Air transport (62)	3258.38885273
ZA	Supporting and auxiliary transport activities; activities of travel agencies (63)	7249.02388839
ZA	Post and telecommunications (64)	24394.7632676
ZA	Financial intermediation, except insurance and pension funding (65)	20653.0006086
ZA	Insurance and pension funding, except compulsory social security (66)	15042.7451053
ZA	Activities auxiliary to financial intermediation (67)	11699.9808669
ZA	Real estate activities (70)	39980.7764287
ZA	Renting of machinery and equipment without operator and of personal and household goods (71)	3996.33230388
ZA	Computer and related activities (72)	4644.02457766
ZA	Research and development (73)	561.937812273
ZA	Other business activities (74)	24785.5212223
ZA	Public administration and defence; compulsory social security (75)	86558.9187145
ZA	Education (80)	6134.94396333
ZA	Health and social work (85)	18729.6675957
ZA	Incineration of waste: Food	0
ZA	Incineration of waste: Paper	0
ZA	Incineration of waste: Plastic	0
ZA	Incineration of waste: Metals and Inert materials	0
ZA	Incineration of waste: Textiles	0
ZA	Incineration of waste: Wood	0
ZA	Incineration of waste: Oil/Hazardous waste	0
ZA	Biogasification of food waste, incl. land application	0
ZA	Biogasification of paper, incl. land application	0
ZA	Biogasification of sewage slugde, incl. land application	0
ZA	Composting of food waste, incl. land application	0
ZA	Composting of paper and wood, incl. land application	0
ZA	Waste water treatment, food	11423.6248207
ZA	Waste water treatment, other	16558.8660464
ZA	Landfill of waste: Food	0
ZA	Landfill of waste: Paper	0
ZA	Landfill of waste: Plastic	0
ZA	Landfill of waste: Inert/metal/hazardous	0
ZA	Landfill of waste: Textiles	0
ZA	Landfill of waste: Wood	0
ZA	Activities of membership organisation n.e.c. (91)	676.362985412
ZA	Recreational, cultural and sporting activities (92)	3317.94407284
ZA	Other service activities (93)	3531.86794323
ZA	Private households with employed persons (95)	13722.5625839
ZA	Extra-territorial organizations and bodies	0
WA	Cultivation of paddy rice	56865.5400075
WA	Cultivation of wheat	25331.1361236
WA	Cultivation of cereal grains nec	31947.0393723
WA	Cultivation of vegetables, fruit, nuts	158015.969614
WA	Cultivation of oil seeds	15982.1857204
WA	Cultivation of sugar cane, sugar beet	12157.5795826
WA	Cultivation of plant-based fibers	9431.72771843
WA	Cultivation of crops nec	62668.2611096
WA	Cattle farming	16404.8065218
WA	Pigs farming	41820.9576795
WA	Poultry farming	30441.9363083
WA	Meat animals nec	5653.32188741
WA	Animal products nec	15655.7602445
WA	Raw milk	30825.7986144
WA	Wool, silk-worm cocoons	1891.73166924
WA	Manure treatment (conventional), storage and land application	0
WA	Manure treatment (biogas), storage and land application	0
WA	Forestry, logging and related service activities (02)	38617.2807726
WA	Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)	48837.4881348
WA	Mining of coal and lignite; extraction of peat (10)	22978.8597756
WA	Extraction of crude petroleum and services related to crude oil extraction, excluding surveying	112801.198507
WA	Extraction of natural gas and services related to natural gas extraction, excluding surveying	81234.9579188
WA	Extraction, liquefaction, and regasification of other petroleum and gaseous materials	163.923972198
WA	Mining of uranium and thorium ores (12)	6475.82014797
WA	Mining of iron ores	5049.40346981
WA	Mining of copper ores and concentrates	11954.5019475
WA	Mining of nickel ores and concentrates	4974.63280385
WA	Mining of aluminium ores and concentrates	1807.03263213
WA	Mining of precious metal ores and concentrates	6775.00249622
WA	Mining of lead, zinc and tin ores and concentrates	6248.95149066
WA	Mining of other non-ferrous metal ores and concentrates	11470.5875062
WA	Quarrying of stone	10505.2301182
WA	Quarrying of sand and clay	17142.5174286
WA	Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.	1039.96050733
WA	Processing of meat cattle	3955.3128643
WA	Processing of meat pigs	3024.21534721
WA	Processing of meat poultry	5005.33438754
WA	Production of meat products nec	9771.80763988
WA	Processing vegetable oils and fats	9017.09251413
WA	Processing of dairy products	9116.14052659
WA	Processed rice	11690.1016549
WA	Sugar refining	3798.88191023
WA	Processing of Food products nec	79110.2622158
WA	Manufacture of beverages	16387.410631
WA	Manufacture of fish products	37709.4023664
WA	Manufacture of tobacco products (16)	8651.77877362
WA	Manufacture of textiles (17)	50632.116903
WA	Manufacture of wearing apparel; dressing and dyeing of fur (18)	35330.6345694
WA	Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)	14134.5754963
WA	Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)	10177.4493592
WA	Re-processing of secondary wood material into new wood material	0
WA	Pulp	1638.37879648
WA	Re-processing of secondary paper into new pulp	0.000124788245671
WA	Paper	21188.9090379
WA	Publishing, printing and reproduction of recorded media (22)	31245.9475583
WA	Manufacture of coke oven products	730.184047014
WA	Petroleum Refinery	116161.685806
WA	Processing of nuclear fuel	4044.18068085
WA	Plastics, basic	764.260625327
WA	Re-processing of secondary plastic into new plastic	0
WA	N-fertiliser	454.627783108
WA	P- and other fertiliser	3132.52155107
WA	Chemicals nec	363177.664115
WA	Manufacture of rubber and plastic products (25)	83124.4864824
WA	Manufacture of glass and glass products	15256.0251754
WA	Re-processing of secondary glass into new glass	0
WA	Manufacture of ceramic goods	14538.1802864
WA	Manufacture of bricks, tiles and construction products, in baked clay	1092.93173633
WA	Manufacture of cement, lime and plaster	9335.17200317
WA	Re-processing of ash into clinker	0
WA	Manufacture of other non-metallic mineral products n.e.c.	15548.1023765
WA	Manufacture of basic iron and steel and of ferro-alloys and first products thereof	96813.7016389
WA	Re-processing of secondary steel into new steel	0
WA	Precious metals production	6329.54645843
WA	Re-processing of secondary preciuos metals into new preciuos metals	0
WA	Aluminium production	15409.150004
WA	Re-processing of secondary aluminium into new aluminium	0
WA	Lead, zinc and tin production	3889.29658646
WA	Re-processing of secondary lead into new lead, zinc and tin	0
WA	Copper production	11187.9681138
WA	Re-processing of secondary copper into new copper	0
WA	Other non-ferrous metal production	8936.77461716
WA	Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	0
WA	Casting of metals	12957.0348582
WA	Manufacture of fabricated metal products, except machinery and equipment (28)	85617.5871892
WA	Manufacture of machinery and equipment n.e.c. (29)	160183.223754
WA	Manufacture of office machinery and computers (30)	51452.0633159
WA	Manufacture of electrical machinery and apparatus n.e.c. (31)	88872.3943042
WA	Manufacture of radio, television and communication equipment and apparatus (32)	111187.503995
WA	Manufacture of medical, precision and optical instruments, watches and clocks (33)	27409.8567962
WA	Manufacture of motor vehicles, trailers and semi-trailers (34)	161429.976254
WA	Manufacture of other transport equipment (35)	36492.8076533
WA	Manufacture of furniture; manufacturing n.e.c. (36)	44632.8400572
WA	Recycling of waste and scrap	7223.34467026
WA	Recycling of bottles by direct reuse	0
WA	Production of electricity by coal	15099.1131051
WA	Production of electricity by gas	32142.1491345
WA	Production of electricity by nuclear	1653.73807925
WA	Production of electricity by hydro	13416.1384617
WA	Production of electricity by wind	538.288781534
WA	Production of electricity by petroleum and other oil derivatives	6186.68183718
WA	Production of electricity by biomass and waste	667.84564233
WA	Production of electricity by solar photovoltaic	327.972826214
WA	Production of electricity by solar thermal	0.000124788245671
WA	Production of electricity by tide, wave, ocean	11.2417337771
WA	Production of electricity by Geothermal	1350.89991051
WA	Production of electricity nec	474.697984306
WA	Transmission of electricity	9431.48237265
WA	Distribution and trade of electricity	34441.0447167
WA	Manufacture of gas; distribution of gaseous fuels through mains	20772.7269267
WA	Steam and hot water supply	2835.53974863
WA	Collection, purification and distribution of water (41)	12310.4309484
WA	Construction (45)	567065.990774
WA	Re-processing of secondary construction material into aggregates	0
WA	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	179418.832846
WA	Retail sale of automotive fuel	8973.35114684
WA	Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)	496982.137896
WA	Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)	214668.225848
WA	Hotels and restaurants (55)	369484.352056
WA	Transport via railways	52250.8832032
WA	Other land transport	231646.433289
WA	Transport via pipelines	8963.48898712
WA	Sea and coastal water transport	56469.4769374
WA	Inland water transport	3647.37134897
WA	Air transport (62)	55584.97182
WA	Supporting and auxiliary transport activities; activities of travel agencies (63)	153895.019614
WA	Post and telecommunications (64)	154104.628188
WA	Financial intermediation, except insurance and pension funding (65)	153197.267808
WA	Insurance and pension funding, except compulsory social security (66)	97275.7615486
WA	Activities auxiliary to financial intermediation (67)	56558.9493474
WA	Real estate activities (70)	332441.002049
WA	Renting of machinery and equipment without operator and of personal and household goods (71)	61329.8766602
WA	Computer and related activities (72)	122976.63699
WA	Research and development (73)	46960.9753858
WA	Other business activities (74)	284910.332212
WA	Public administration and defence; compulsory social security (75)	340460.595887
WA	Education (80)	174327.709988
WA	Health and social work (85)	286872.153481
WA	Incineration of waste: Food	1033.60059512
WA	Incineration of waste: Paper	1105.2494782
WA	Incineration of waste: Plastic	854.199532864
WA	Incineration of waste: Metals and Inert materials	936.662622794
WA	Incineration of waste: Textiles	482.21169124
WA	Incineration of waste: Wood	560.620978878
WA	Incineration of waste: Oil/Hazardous waste	709.655139376
WA	Biogasification of food waste, incl. land application	343.614416793
WA	Biogasification of paper, incl. land application	255.644926225
WA	Biogasification of sewage slugde, incl. land application	912.556438817
WA	Composting of food waste, incl. land application	980.010328527
WA	Composting of paper and wood, incl. land application	402.482996031
WA	Waste water treatment, food	2738.06143921
WA	Waste water treatment, other	2474.65835769
WA	Landfill of waste: Food	3419.95888854
WA	Landfill of waste: Paper	1874.21766161
WA	Landfill of waste: Plastic	1390.76724195
WA	Landfill of waste: Inert/metal/hazardous	1835.0432147
WA	Landfill of waste: Textiles	796.060159973
WA	Landfill of waste: Wood	918.356089968
WA	Activities of membership organisation n.e.c. (91)	28516.5165713
WA	Recreational, cultural and sporting activities (92)	85566.1309822
WA	Other service activities (93)	88053.1316738
WA	Private households with employed persons (95)	41855.539628
WA	Extra-territorial organizations and bodies	0
WL	Cultivation of paddy rice	3233.01743797
WL	Cultivation of wheat	9480.83833584
WL	Cultivation of cereal grains nec	26430.737012
WL	Cultivation of vegetables, fruit, nuts	40840.0494685
WL	Cultivation of oil seeds	15040.9386898
WL	Cultivation of sugar cane, sugar beet	4687.42202647
WL	Cultivation of plant-based fibers	3371.86676906
WL	Cultivation of crops nec	43223.1371472
WL	Cattle farming	26049.9429005
WL	Pigs farming	12703.5068104
WL	Poultry farming	21397.0018419
WL	Meat animals nec	1812.38659389
WL	Animal products nec	4248.35891754
WL	Raw milk	21250.5805467
WL	Wool, silk-worm cocoons	334.831769071
WL	Manure treatment (conventional), storage and land application	0
WL	Manure treatment (biogas), storage and land application	0
WL	Forestry, logging and related service activities (02)	14100.4062889
WL	Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)	19210.2427901
WL	Mining of coal and lignite; extraction of peat (10)	13101.9566757
WL	Extraction of crude petroleum and services related to crude oil extraction, excluding surveying	133081.420852
WL	Extraction of natural gas and services related to natural gas extraction, excluding surveying	17878.3958128
WL	Extraction, liquefaction, and regasification of other petroleum and gaseous materials	59.1935041517
WL	Mining of uranium and thorium ores (12)	35.840268974
WL	Mining of iron ores	2864.71746524
WL	Mining of copper ores and concentrates	15408.1952037
WL	Mining of nickel ores and concentrates	538.727046638
WL	Mining of aluminium ores and concentrates	369.09438096
WL	Mining of precious metal ores and concentrates	5656.56546012
WL	Mining of lead, zinc and tin ores and concentrates	2096.67376204
WL	Mining of other non-ferrous metal ores and concentrates	989.094943603
WL	Quarrying of stone	5542.33309085
WL	Quarrying of sand and clay	5349.4680453
WL	Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.	1379.8228906
WL	Processing of meat cattle	9086.56044803
WL	Processing of meat pigs	7793.04172154
WL	Processing of meat poultry	10819.972193
WL	Production of meat products nec	9067.74111942
WL	Processing vegetable oils and fats	14528.7943517
WL	Processing of dairy products	18557.8479979
WL	Processed rice	2549.17778155
WL	Sugar refining	4365.36230712
WL	Processing of Food products nec	77348.7078259
WL	Manufacture of beverages	21793.7405506
WL	Manufacture of fish products	18090.3046331
WL	Manufacture of tobacco products (16)	10789.2993145
WL	Manufacture of textiles (17)	20600.2692494
WL	Manufacture of wearing apparel; dressing and dyeing of fur (18)	13557.9552926
WL	Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)	6399.95962973
WL	Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)	25090.694805
WL	Re-processing of secondary wood material into new wood material	0
WL	Pulp	2939.39499804
WL	Re-processing of secondary paper into new pulp	0.108511619691
WL	Paper	31577.5068929
WL	Publishing, printing and reproduction of recorded media (22)	42201.2604331
WL	Manufacture of coke oven products	781.715051462
WL	Petroleum Refinery	90026.8466904
WL	Processing of nuclear fuel	294.290040078
WL	Plastics, basic	3710.31058079
WL	Re-processing of secondary plastic into new plastic	0
WL	N-fertiliser	284.965148723
WL	P- and other fertiliser	3169.08513331
WL	Chemicals nec	36956.7578649
WL	Manufacture of rubber and plastic products (25)	35925.1786942
WL	Manufacture of glass and glass products	6159.86555043
WL	Re-processing of secondary glass into new glass	0
WL	Manufacture of ceramic goods	3038.30818238
WL	Manufacture of bricks, tiles and construction products, in baked clay	1343.42353213
WL	Manufacture of cement, lime and plaster	12217.4747588
WL	Re-processing of ash into clinker	0
WL	Manufacture of other non-metallic mineral products n.e.c.	6769.401347
WL	Manufacture of basic iron and steel and of ferro-alloys and first products thereof	19918.3869415
WL	Re-processing of secondary steel into new steel	0
WL	Precious metals production	4174.9261043
WL	Re-processing of secondary preciuos metals into new preciuos metals	0
WL	Aluminium production	7230.83482109
WL	Re-processing of secondary aluminium into new aluminium	0
WL	Lead, zinc and tin production	1339.93274057
WL	Re-processing of secondary lead into new lead, zinc and tin	0
WL	Copper production	23550.3909486
WL	Re-processing of secondary copper into new copper	0
WL	Other non-ferrous metal production	2215.17943631
WL	Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	0
WL	Casting of metals	5694.92969311
WL	Manufacture of fabricated metal products, except machinery and equipment (28)	58184.4689126
WL	Manufacture of machinery and equipment n.e.c. (29)	77947.5347585
WL	Manufacture of office machinery and computers (30)	18284.1201875
WL	Manufacture of electrical machinery and apparatus n.e.c. (31)	27896.4924097
WL	Manufacture of radio, television and communication equipment and apparatus (32)	46058.9413547
WL	Manufacture of medical, precision and optical instruments, watches and clocks (33)	29210.9446151
WL	Manufacture of motor vehicles, trailers and semi-trailers (34)	102442.559033
WL	Manufacture of other transport equipment (35)	23005.929215
WL	Manufacture of furniture; manufacturing n.e.c. (36)	30445.022515
WL	Recycling of waste and scrap	1487.50598963
WL	Recycling of bottles by direct reuse	0
WL	Production of electricity by coal	1963.60223501
WL	Production of electricity by gas	9360.20660165
WL	Production of electricity by nuclear	1034.39037624
WL	Production of electricity by hydro	23414.3310405
WL	Production of electricity by wind	178.53222566
WL	Production of electricity by petroleum and other oil derivatives	7240.93248561
WL	Production of electricity by biomass and waste	864.55458688
WL	Production of electricity by solar photovoltaic	0.108440230325
WL	Production of electricity by solar thermal	7.1389365752e-05
WL	Production of electricity by tide, wave, ocean	7.00771237456
WL	Production of electricity by Geothermal	390.553042608
WL	Production of electricity nec	215.578994682
WL	Transmission of electricity	6612.13286776
WL	Distribution and trade of electricity	17611.4821261
WL	Manufacture of gas; distribution of gaseous fuels through mains	9458.95295791
WL	Steam and hot water supply	1237.31859454
WL	Collection, purification and distribution of water (41)	4069.11186001
WL	Construction (45)	356442.928911
WL	Re-processing of secondary construction material into aggregates	0
WL	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	66605.0677409
WL	Retail sale of automotive fuel	2367.01036511
WL	Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)	180140.109438
WL	Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)	136679.455669
WL	Hotels and restaurants (55)	144789.224772
WL	Transport via railways	16630.6735708
WL	Other land transport	90961.958808
WL	Transport via pipelines	5593.50257454
WL	Sea and coastal water transport	9634.90606873
WL	Inland water transport	850.503357893
WL	Air transport (62)	26991.5982548
WL	Supporting and auxiliary transport activities; activities of travel agencies (63)	63880.6034198
WL	Post and telecommunications (64)	133420.356416
WL	Financial intermediation, except insurance and pension funding (65)	61693.4672526
WL	Insurance and pension funding, except compulsory social security (66)	65527.9756433
WL	Activities auxiliary to financial intermediation (67)	40583.6850629
WL	Real estate activities (70)	198107.916472
WL	Renting of machinery and equipment without operator and of personal and household goods (71)	29040.1171503
WL	Computer and related activities (72)	46654.4598101
WL	Research and development (73)	15592.9949807
WL	Other business activities (74)	176767.778158
WL	Public administration and defence; compulsory social security (75)	285275.739796
WL	Education (80)	92313.0263653
WL	Health and social work (85)	192775.521641
WL	Incineration of waste: Food	482.210827013
WL	Incineration of waste: Paper	521.11951132
WL	Incineration of waste: Plastic	443.743489193
WL	Incineration of waste: Metals and Inert materials	436.193778016
WL	Incineration of waste: Textiles	190.333630108
WL	Incineration of waste: Wood	284.087490474
WL	Incineration of waste: Oil/Hazardous waste	292.577745035
WL	Biogasification of food waste, incl. land application	183.56209092
WL	Biogasification of paper, incl. land application	80.5171619541
WL	Biogasification of sewage slugde, incl. land application	645.419622547
WL	Composting of food waste, incl. land application	435.590899215
WL	Composting of paper and wood, incl. land application	184.936106804
WL	Waste water treatment, food	1811.14933723
WL	Waste water treatment, other	1612.49985384
WL	Landfill of waste: Food	3566.74012665
WL	Landfill of waste: Paper	2037.6208642
WL	Landfill of waste: Plastic	1347.51799913
WL	Landfill of waste: Inert/metal/hazardous	1743.63912705
WL	Landfill of waste: Textiles	708.543896635
WL	Landfill of waste: Wood	812.301705115
WL	Activities of membership organisation n.e.c. (91)	27379.4051893
WL	Recreational, cultural and sporting activities (92)	66580.4300786
WL	Other service activities (93)	32823.979584
WL	Private households with employed persons (95)	10695.4860291
WL	Extra-territorial organizations and bodies	0
WE	Cultivation of paddy rice	405.185955721
WE	Cultivation of wheat	7461.37452969
WE	Cultivation of cereal grains nec	7808.09064325
WE	Cultivation of vegetables, fruit, nuts	14066.4655312
WE	Cultivation of oil seeds	4400.4505646
WE	Cultivation of sugar cane, sugar beet	1014.6262453
WE	Cultivation of plant-based fibers	278.823788086
WE	Cultivation of crops nec	6471.65821801
WE	Cattle farming	5460.68859927
WE	Pigs farming	5783.89502977
WE	Poultry farming	5816.21911902
WE	Meat animals nec	1182.6152982
WE	Animal products nec	695.722693454
WE	Raw milk	7825.23128307
WE	Wool, silk-worm cocoons	112.305429948
WE	Manure treatment (conventional), storage and land application	0
WE	Manure treatment (biogas), storage and land application	0
WE	Forestry, logging and related service activities (02)	2482.26250816
WE	Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)	3703.87025728
WE	Mining of coal and lignite; extraction of peat (10)	8256.36541758
WE	Extraction of crude petroleum and services related to crude oil extraction, excluding surveying	5269.74248975
WE	Extraction of natural gas and services related to natural gas extraction, excluding surveying	5670.58479718
WE	Extraction, liquefaction, and regasification of other petroleum and gaseous materials	122.278133385
WE	Mining of uranium and thorium ores (12)	132.047567422
WE	Mining of iron ores	1537.75442539
WE	Mining of copper ores and concentrates	1318.80161589
WE	Mining of nickel ores and concentrates	223.502555638
WE	Mining of aluminium ores and concentrates	159.683628626
WE	Mining of precious metal ores and concentrates	1130.45601099
WE	Mining of lead, zinc and tin ores and concentrates	425.84238327
WE	Mining of other non-ferrous metal ores and concentrates	163.517312122
WE	Quarrying of stone	823.857692646
WE	Quarrying of sand and clay	1917.05814729
WE	Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.	1266.48460633
WE	Processing of meat cattle	1924.06254682
WE	Processing of meat pigs	1498.48598728
WE	Processing of meat poultry	1690.65850622
WE	Production of meat products nec	2606.83855126
WE	Processing vegetable oils and fats	2100.06613817
WE	Processing of dairy products	5072.20376421
WE	Processed rice	354.481711643
WE	Sugar refining	829.336506978
WE	Processing of Food products nec	11956.9446137
WE	Manufacture of beverages	5004.27349454
WE	Manufacture of fish products	2924.42203221
WE	Manufacture of tobacco products (16)	1206.65647403
WE	Manufacture of textiles (17)	5662.68187047
WE	Manufacture of wearing apparel; dressing and dyeing of fur (18)	10092.5947168
WE	Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)	2191.34936257
WE	Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)	5986.9837081
WE	Re-processing of secondary wood material into new wood material	0
WE	Pulp	1808.72138824
WE	Re-processing of secondary paper into new pulp	7.88146042915e-05
WE	Paper	3162.76670586
WE	Publishing, printing and reproduction of recorded media (22)	6199.16926105
WE	Manufacture of coke oven products	813.429243885
WE	Petroleum Refinery	17122.2239738
WE	Processing of nuclear fuel	497.522535964
WE	Plastics, basic	4765.69544871
WE	Re-processing of secondary plastic into new plastic	0
WE	N-fertiliser	163.75533366
WE	P- and other fertiliser	1347.41057771
WE	Chemicals nec	2129.14396871
WE	Manufacture of rubber and plastic products (25)	10041.2790574
WE	Manufacture of glass and glass products	1512.67912043
WE	Re-processing of secondary glass into new glass	0
WE	Manufacture of ceramic goods	1356.02690212
WE	Manufacture of bricks, tiles and construction products, in baked clay	520.069310129
WE	Manufacture of cement, lime and plaster	4082.95187432
WE	Re-processing of ash into clinker	0
WE	Manufacture of other non-metallic mineral products n.e.c.	1828.25810771
WE	Manufacture of basic iron and steel and of ferro-alloys and first products thereof	10176.3727878
WE	Re-processing of secondary steel into new steel	0
WE	Precious metals production	1094.42292657
WE	Re-processing of secondary preciuos metals into new preciuos metals	0
WE	Aluminium production	3409.46941209
WE	Re-processing of secondary aluminium into new aluminium	0
WE	Lead, zinc and tin production	795.334851572
WE	Re-processing of secondary lead into new lead, zinc and tin	0
WE	Copper production	2611.94321195
WE	Re-processing of secondary copper into new copper	0
WE	Other non-ferrous metal production	1446.00329438
WE	Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	0
WE	Casting of metals	1554.18259309
WE	Manufacture of fabricated metal products, except machinery and equipment (28)	17469.0321058
WE	Manufacture of machinery and equipment n.e.c. (29)	22123.9890703
WE	Manufacture of office machinery and computers (30)	2480.82435674
WE	Manufacture of electrical machinery and apparatus n.e.c. (31)	11649.6157948
WE	Manufacture of radio, television and communication equipment and apparatus (32)	8117.00693724
WE	Manufacture of medical, precision and optical instruments, watches and clocks (33)	5612.43032582
WE	Manufacture of motor vehicles, trailers and semi-trailers (34)	23685.5711551
WE	Manufacture of other transport equipment (35)	7084.44299184
WE	Manufacture of furniture; manufacturing n.e.c. (36)	7317.40241735
WE	Recycling of waste and scrap	1499.03281055
WE	Recycling of bottles by direct reuse	0
WE	Production of electricity by coal	5863.71912228
WE	Production of electricity by gas	3473.99944604
WE	Production of electricity by nuclear	4090.17978325
WE	Production of electricity by hydro	2034.67797444
WE	Production of electricity by wind	172.477817103
WE	Production of electricity by petroleum and other oil derivatives	384.581028918
WE	Production of electricity by biomass and waste	174.436016207
WE	Production of electricity by solar photovoltaic	0
WE	Production of electricity by solar thermal	7.88146042915e-05
WE	Production of electricity by tide, wave, ocean	2.58848374727
WE	Production of electricity by Geothermal	256.139476608
WE	Production of electricity nec	356.124503954
WE	Transmission of electricity	2493.12198908
WE	Distribution and trade of electricity	7837.10442743
WE	Manufacture of gas; distribution of gaseous fuels through mains	6411.68954719
WE	Steam and hot water supply	1604.47053059
WE	Collection, purification and distribution of water (41)	2944.15040767
WE	Construction (45)	57922.7263335
WE	Re-processing of secondary construction material into aggregates	0
WE	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	17388.5063206
WE	Retail sale of automotive fuel	1067.80384532
WE	Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)	38661.3532048
WE	Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)	21931.1130504
WE	Hotels and restaurants (55)	24516.5221778
WE	Transport via railways	6841.35141787
WE	Other land transport	22144.1075737
WE	Transport via pipelines	1858.4831349
WE	Sea and coastal water transport	5303.26336359
WE	Inland water transport	671.847455808
WE	Air transport (62)	7557.69246713
WE	Supporting and auxiliary transport activities; activities of travel agencies (63)	23702.2314176
WE	Post and telecommunications (64)	24185.0345911
WE	Financial intermediation, except insurance and pension funding (65)	14011.8231913
WE	Insurance and pension funding, except compulsory social security (66)	7815.42522833
WE	Activities auxiliary to financial intermediation (67)	4989.89448778
WE	Real estate activities (70)	33490.6462267
WE	Renting of machinery and equipment without operator and of personal and household goods (71)	4707.55564168
WE	Computer and related activities (72)	7850.37468495
WE	Research and development (73)	3480.66494651
WE	Other business activities (74)	32952.7757237
WE	Public administration and defence; compulsory social security (75)	35965.0702098
WE	Education (80)	14570.0540405
WE	Health and social work (85)	28656.4780101
WE	Incineration of waste: Food	108.131253445
WE	Incineration of waste: Paper	119.955710432
WE	Incineration of waste: Plastic	100.464534018
WE	Incineration of waste: Metals and Inert materials	86.9025018027
WE	Incineration of waste: Textiles	47.1438619314
WE	Incineration of waste: Wood	82.2776723539
WE	Incineration of waste: Oil/Hazardous waste	53.9100763544
WE	Biogasification of food waste, incl. land application	40.2040313054
WE	Biogasification of paper, incl. land application	15.2370318598
WE	Biogasification of sewage slugde, incl. land application	105.819087696
WE	Composting of food waste, incl. land application	60.3757858522
WE	Composting of paper and wood, incl. land application	26.151718467
WE	Waste water treatment, food	265.369076066
WE	Waste water treatment, other	420.143141264
WE	Landfill of waste: Food	809.1309013
WE	Landfill of waste: Paper	470.700756561
WE	Landfill of waste: Plastic	310.618231018
WE	Landfill of waste: Inert/metal/hazardous	500.628906391
WE	Landfill of waste: Textiles	193.640933473
WE	Landfill of waste: Wood	237.018416501
WE	Activities of membership organisation n.e.c. (91)	3498.65900464
WE	Recreational, cultural and sporting activities (92)	7804.39140594
WE	Other service activities (93)	4441.73255626
WE	Private households with employed persons (95)	429.372105378
WE	Extra-territorial organizations and bodies	0
WF	Cultivation of paddy rice	30520.1232578
WF	Cultivation of wheat	27448.4294905
WF	Cultivation of cereal grains nec	38399.2391276
WF	Cultivation of vegetables, fruit, nuts	103647.638285
WF	Cultivation of oil seeds	20150.3603539
WF	Cultivation of sugar cane, sugar beet	12650.5017358
WF	Cultivation of plant-based fibers	7241.33090315
WF	Cultivation of crops nec	74066.4316202
WF	Cattle farming	39228.3092805
WF	Pigs farming	38171.6430244
WF	Poultry farming	42106.7450482
WF	Meat animals nec	9962.76938009
WF	Animal products nec	11621.113814
WF	Raw milk	33138.1832282
WF	Wool, silk-worm cocoons	1439.13254941
WF	Manure treatment (conventional), storage and land application	0
WF	Manure treatment (biogas), storage and land application	0
WF	Forestry, logging and related service activities (02)	23186.2516902
WF	Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)	31290.4381269
WF	Mining of coal and lignite; extraction of peat (10)	1698.25631686
WF	Extraction of crude petroleum and services related to crude oil extraction, excluding surveying	116375.037325
WF	Extraction of natural gas and services related to natural gas extraction, excluding surveying	29695.8552042
WF	Extraction, liquefaction, and regasification of other petroleum and gaseous materials	426.484300165
WF	Mining of uranium and thorium ores (12)	1215.39762586
WF	Mining of iron ores	6829.32437744
WF	Mining of copper ores and concentrates	7396.19610463
WF	Mining of nickel ores and concentrates	1899.6847459
WF	Mining of aluminium ores and concentrates	1095.01836722
WF	Mining of precious metal ores and concentrates	6368.73351488
WF	Mining of lead, zinc and tin ores and concentrates	3675.15466008
WF	Mining of other non-ferrous metal ores and concentrates	6424.27326315
WF	Quarrying of stone	7023.64157117
WF	Quarrying of sand and clay	10057.8108494
WF	Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.	3500.15203436
WF	Processing of meat cattle	3780.47333371
